Sample ID;COI-5P Seq. Length;OTU;Life Stage;Types;Genus;Species;Collectors;Collection Date;Country/Ocean;Sector;Exact Site;Exact Site 2;Lat;Lon;Elev;Habitat;Microhabitat;Sampling Protocol;Site Code;Collection Event ID;Microhabitat 2
EW-MI15-0020;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0021;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0022;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0092;641[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0538;LayonD_PLA_TSBF1;Soil
EW-MI15-0093;658[1n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0538;LayonD_PLA_TSBF1;Soil
EW-MI15-0095;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Qualitative sampling in soil;MI15-0541;LayonD_PLA_SOIL;Soil
EW-MI15-0096;621[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Qualitative sampling in soil;MI15-0541;LayonD_PLA_SOIL;Soil
EW-MI15-0097;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Qualitative sampling in soil;MI15-0541;LayonD_PLA_SOIL;Soil
EW-MI15-0098;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Qualitative sampling in soil;MI15-0541;LayonD_PLA_SOIL;Soil
EW-MI15-0101;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0540;LayonD_PLA_TSBF3;Soil
EW-MI15-0102;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0539;LayonD_PLA_TSBF2;Soil
EW-MI15-0103;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0539;LayonD_PLA_TSBF2;Soil
EW-MI15-0104;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0539;LayonD_PLA_TSBF2;Soil
EW-MI15-0160;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0162;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0163;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0265;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0266;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0267;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0268;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0287;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0553;LayonC_PLA_TSBF1;Soil
EW-MI15-0288;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0553;LayonC_PLA_TSBF1;Soil
EW-MI15-0290;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in the soil;Qualitative sampling in soil;MI15-0556;LayonC_PLA_SOIL;Soil
EW-MI15-0292;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in the soil;Qualitative sampling in soil;MI15-0556;LayonC_PLA_SOIL;Soil
EW-MI15-0314;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0325;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0326;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0327;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0328;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0338;658[0n];OTU#071;juvenile;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0283;658[0n];OTU#076;Adult;Holotype;Martiodrilus;Martiodrilus pavliceki;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0058;611[0n];OTU#076;juvenile;Other;Martiodrilus;Martiodrilus pavliceki;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0059;642[0n];OTU#076;juvenile;Other;Martiodrilus;Martiodrilus pavliceki;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0060;642[0n];OTU#076;juvenile;Other;Martiodrilus;Martiodrilus pavliceki;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0105;658[0n];OTU#080;Adult;Holotype;Martiodrilus;Martiodrilus lavellei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on DIADEMA project A trail;2.24084;-54.4543;359;tropical rainforest;in the soil;Qualitative samplin in soil;LayonA-HoPr;LayonA_HP_soil;Soil
EW-MI15-0360;658[0n];OTU#081;Adult;Holotype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on trail to Sommet en Cloche Inselberg;2.23509;-54.4532;352;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-LayCl;LayonCL_HP_SOIL;Soil
EW-MI15-0128;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on crowned mountain;NA;NA;NA;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-Mcou;MCOUR_HP_SOIL;Soil
EW-MI15-0173;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0178;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0179;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0196;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0297;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0335;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0361;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0365;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0366;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0367;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0180;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0334;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0369;658[0n];OTU#081;adult;Paratype;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0350;658[0n];OTU#081;cocoon;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0371;658[0n];OTU#081;cocoon;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0130;658[0n];OTU#081;juvenile;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on crowned mountain;NA;NA;NA;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-Mcou;MCOUR_HP_SOIL;Soil
EW-MI15-0131;648[0n];OTU#081;juvenile;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on crowned mountain;NA;NA;NA;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-Mcou;MCOUR_HP_SOIL;Soil
EW-MI15-0210;658[0n];OTU#081;juvenile;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0211;658[0n];OTU#081;juvenile;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0212;658[0n];OTU#081;juvenile;Other;Martiodrilus;Martiodrilus mitaraka;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
